symbol,block,door,pl,pc,height,width,top,material,wood,sizecategory,ups
0,3,2,5,0,1.8,1.715,1.8,2,4,0,'02510260'
2,3,2,3,2,1.8,1.715,1.8,2,3,0,'02510350'
0,3,2,5,0,0.55,1.715,0.55,2,3,2,'02510410'
0,5,4,9,0,1.8,3.535,1.8,2,3,0,'02510350'
2,3,2,3,2,0.5,1.105,2.3,2,1,2,'02510180'
2,3,2,3,2,1.8,1.105,1.8,2,1,0,'02510120'
7,0,0,0,0,2.1,2.625,0,0,0,0,'02540460'
0,3,2,5,0,0.9,1.715,1.8,2,4,1,'02510290'
9,3,1,6,0,0.45,1.2975,2.25,2,1,2,'02510180'
9,3,2,6,0,0.2,0.82,2.15,2,1,2,'02510180'
2,2,1,2,1,1.75,0.825,1.75,2,0,0,'02510030'
0,3,2,5,0,1,1.775,1.8,2,1,1,'02510150'
0,3,2,5,0,1.8,1.775,1.8,2,1,0,'02510120'
0,3,2,5,0,0.5,1.075,1.8,2,1,2,'02510180'
0,3,2,5,0,1.8,1.265,1.8,2,1,0,'02510120'
6,3,2,7,0,0.5,1.075,1.8,2,1,2,'02510180'
0,3,2,5,0,0.5,0.715,1.8,2,1,2,'02510180'
0,3,2,5,0,0.5,0.925,1.8,2,1,2,'02510180'
0,3,2,5,0,0.15,0.925,0.15,2,1,2,'02510180'
2,2,1,2,1,1.8,0.82,1.8,2,2,0,'02510190'
2,2,1,2,1,1.8,0.82,1.7,2,2,0,'02510190'
0,5,4,9,0,1.8,2.73,1.8,2,1,0,'02510120'
0,3,2,5,0,0.35,0.885,0.35,2,2,2,'02510210'
0,4,3,7,0,1.8,2.73,1.8,2,1,0,'02510120'
0,3,2,5,0,1.8,1.775,1.8,0,5,1,'02540260'
6,3,2,7,0,0.9,1.775,1.8,0,5,1,'02540180'
6,3,2,7,0,1.2,1.775,1.8,0,5,1,'02540180'
2,2,1,2,1,1.8,0.82,1.8,2,0,0,'02510030'
0,3,2,5,0,1.8,1.775,1.8,2,3,0,'02510350'
0,4,3,7,0,1.8,2.73,1.8,2,4,0,'02510260'
0,3,2,5,0,1,1.775,2.3,0,5,1,'02540180'
2,2,1,2,1,1.8,0.565,1.8,2,0,0,'02510030'
2,2,1,2,1,1.8,0.715,1.8,2,0,0,'02510030'
3,4,1,7,2,1.8,0.82,2.3,2,0,0,'02510030'
0,3,2,5,0,1.35,1.78,1.75,2,1,1,'02510150'
0,3,2,5,0,1.75,1.78,1.75,2,0,0,'02510030'
0,5,4,9,0,1.75,3.69,1.75,2,1,0,'02510120'
0,3,2,5,0,1.05,1.78,1.75,2,1,1,'02510150'
0,3,2,5,0,1.35,1.78,1.8,0,5,1,'02540180'
0,3,2,5,0,1.35,1.78,1.75,0,5,1,'02540180'
0,3,2,5,0,1.05,1.78,1.5,0,5,1,'02540180'
0,5,4,9,0,1.35,2.735,1.75,0,5,1,'02540180'
0,3,2,5,0,1.75,1.78,1.75,2,3,0,'02510350'
0,3,2,5,0,0.3,1.78,2.1,2,3,2,'02510410'
0,5,4,9,0,1.75,3.69,1.75,2,3,0,'02510350'
0,4,3,7,0,1.8,2.475,1.8,2,1,0,'02510120'
4,3,1,5,0,0.35,1.775,2.3,2,1,2,'02510180'
2,2,1,2,1,1.75,0.63,2,2,0,0,'02510030'
9,3,1,6,0,0.45,1.2975,2.25,2,1,2,'02510180'
9,3,2,6,0,0.2,0.82,2.15,2,1,2,'02510180'
2,2,1,2,1,1.75,0.825,1.75,2,0,0,'02510030'
0,3,2,5,0,1,1.775,1.8,2,1,1,'02510150'
0,3,2,5,0,1.8,1.775,1.8,2,1,0,'02510120'
0,3,2,5,0,0.5,1.075,1.8,2,1,2,'02510180'
0,3,2,5,0,1.8,1.265,1.8,2,1,0,'02510120'
6,3,2,7,0,0.5,1.075,1.8,2,1,2,'02510180'
0,3,2,5,0,0.5,0.715,1.8,2,1,2,'02510180'
0,3,2,5,0,0.5,0.925,1.8,2,1,2,'02510180'
0,3,2,5,0,0.15,0.925,0.15,2,1,2,'02510180'
2,2,1,2,1,1.8,0.82,1.8,2,2,0,'02510190'
2,2,1,2,1,1.8,0.82,1.7,2,2,0,'02510190'
0,5,4,9,0,1.8,2.73,1.8,2,1,0,'02510120'
0,3,2,5,0,0.35,0.885,0.35,2,2,2,'02510210'
0,4,3,7,0,1.8,2.73,1.8,2,1,0,'02510120'
0,3,2,5,0,1.8,1.775,1.8,0,5,1,'02540260'
6,3,2,7,0,0.9,1.775,1.8,0,5,1,'02540180'
6,3,2,7,0,1.2,1.775,1.8,0,5,1,'02540180'
2,2,1,2,1,1.8,0.82,1.8,2,0,0,'02510030'
0,3,2,5,0,1.8,1.775,1.8,2,3,0,'02510350'
0,4,3,7,0,1.8,2.73,1.8,2,4,0,'02510260'
0,3,2,5,0,1,1.775,2.3,0,5,1,'02540180'
2,2,1,2,1,1.8,0.565,1.8,2,0,0,'02510030'
2,2,1,2,1,1.8,0.715,1.8,2,0,0,'02510030'
3,4,1,7,2,1.8,0.82,2.3,2,0,0,'02510030'
0,3,2,5,0,1.35,1.78,1.75,2,1,1,'02510150'
0,3,2,5,0,1.75,1.78,1.75,2,0,0,'02510030'
0,5,4,9,0,1.75,3.69,1.75,2,1,0,'02510120'
0,3,2,5,0,1.05,1.78,1.75,2,1,1,'02510150'
0,3,2,5,0,1.35,1.78,1.8,0,5,1,'02540180'
0,3,2,5,0,1.35,1.78,1.75,0,5,1,'02540180'
0,3,2,5,0,1.05,1.78,1.5,0,5,1,'02540180'
0,5,4,9,0,1.35,2.735,1.75,0,5,1,'02540180'
0,3,2,5,0,1.75,1.78,1.75,2,3,0,'02510350'
0,3,2,5,0,0.3,1.78,2.1,2,3,2,'02510410'
0,5,4,9,0,1.75,3.69,1.75,2,3,0,'02510350'
0,4,3,7,0,1.8,2.475,1.8,2,1,0,'02510120'
4,3,1,5,0,0.35,1.775,2.3,2,1,2,'02510180'
2,2,1,2,1,1.75,0.63,2,2,0,0,'02510030'
9,3,1,6,0,0.45,1.2975,2.25,2,1,2,'02510180'
9,3,2,6,0,0.2,0.82,2.15,2,1,2,'02510180'
2,2,1,2,1,1.75,0.825,1.75,2,0,0,'02510030'
0,3,2,5,0,1,1.775,1.8,2,1,1,'02510150'
0,3,2,5,0,1.8,1.775,1.8,2,1,0,'02510120'
0,3,2,5,0,0.5,1.075,1.8,2,1,2,'02510180'
0,3,2,5,0,1.8,1.265,1.8,2,1,0,'02510120'
6,3,2,7,0,0.5,1.075,1.8,2,1,2,'02510180'
0,3,2,5,0,0.5,0.715,1.8,2,1,2,'02510180'
0,3,2,5,0,0.5,0.925,1.8,2,1,2,'02510180'
0,3,2,5,0,0.15,0.925,0.15,2,1,2,'02510180'
2,2,1,2,1,1.8,0.82,1.8,2,2,0,'02510190'
2,2,1,2,1,1.8,0.82,1.7,2,2,0,'02510190'
0,5,4,9,0,1.8,2.73,1.8,2,1,0,'02510120'
0,3,2,5,0,0.35,0.885,0.35,2,2,2,'02510210'
0,4,3,7,0,1.8,2.73,1.8,2,1,0,'02510120'
0,3,2,5,0,1.8,1.775,1.8,0,5,1,'02540260'
6,3,2,7,0,0.9,1.775,1.8,0,5,1,'02540180'
6,3,2,7,0,1.2,1.775,1.8,0,5,1,'02540180'
2,2,1,2,1,1.8,0.82,1.8,2,0,0,'02510030'
0,3,2,5,0,1.8,1.775,1.8,2,3,0,'02510350'
0,4,3,7,0,1.8,2.73,1.8,2,4,0,'02510260'
0,3,2,5,0,1,1.775,2.3,0,5,1,'02540180'
2,2,1,2,1,1.8,0.565,1.8,2,0,0,'02510030'
2,2,1,2,1,1.8,0.715,1.8,2,0,0,'02510030'
3,4,1,7,2,1.8,0.82,2.3,2,0,0,'02510030'
0,3,2,5,0,1.35,1.78,1.75,2,1,1,'02510150'
0,3,2,5,0,1.75,1.78,1.75,2,0,0,'02510030'
0,5,4,9,0,1.75,3.69,1.75,2,1,0,'02510120'
0,3,2,5,0,1.05,1.78,1.75,2,1,1,'02510150'
0,3,2,5,0,1.35,1.78,1.8,0,5,1,'02540180'
0,3,2,5,0,1.35,1.78,1.75,0,5,1,'02540180'
0,3,2,5,0,1.05,1.78,1.5,0,5,1,'02540180'
0,5,4,9,0,1.35,2.735,1.75,0,5,1,'02540180'
0,3,2,5,0,1.75,1.78,1.75,2,3,0,'02510350'
0,3,2,5,0,0.3,1.78,2.1,2,3,2,'02510410'
0,5,4,9,0,1.75,3.69,1.75,2,3,0,'02510350'
0,4,3,7,0,1.8,2.475,1.8,2,1,0,'02510120'
4,3,1,5,0,0.35,1.775,2.3,2,1,2,'02510180'
2,2,1,2,1,1.75,0.63,2,2,0,0,'02510030'
0,3,2,5,0,0.55,0.805,1.8,0,5,0,'02540170'
0,3,2,5,0,2.3,1.715,2.3,1,5,1,'02540090'
0,3,2,5,0,1.8,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,1.8,1.715,1.8,2,4,0,'02510260'
3,4,1,6,2,1.8,0.805,1.8,2,1,0,'02510120'
0,5,4,9,0,1.8,2.625,1.8,0,5,1,'02540180'
0,5,4,9,0,0.4,2.625,2.2,0,5,1,'02540260'
0,3,2,5,0,0.7,1.715,1.8,0,5,1,'02540180'
3,4,1,7,2,1.8,0.805,2.15,2,1,0,'02510120'
0,5,4,9,0,1.8,3.535,1.8,2,3,0,'02510350'
0,3,2,5,0,0.55,1.26,0.55,2,3,2,'02510410'
0,3,2,5,0,1.1,1.26,1.85,2,4,1,'02510290'
0,3,2,5,0,1.1,1.26,1.85,0,5,1,'02540180'
0,3,2,5,0,1.8,1.26,1.8,0,5,1,'02540180'
3,4,1,7,2,1.8,0.805,1.8,2,1,0,'02510120'
0,3,2,5,0,1.8,1.715,1.8,2,0,0,'02510030'
2,3,2,3,2,1.8,1.26,1.8,2,3,0,'02510350'
0,3,2,5,0,1.8,1.715,1.8,2,3,0,'02510350'
2,3,2,3,2,1.8,1.26,1.8,2,0,0,'02510030'
0,3,2,5,0,0.4,1.26,0.4,2,3,2,'02510410'
0,3,2,5,0,1.1,1.715,2.2,2,4,1,'02510290'
0,3,2,5,0,1.2,1.26,1.8,0,5,1,'02540180'
0,3,2,5,0,1.2,1.26,1.7,0,5,1,'02540180'
0,3,2,5,0,0.7,1.26,1.9,0,5,0,'02540170'
3,4,1,6,2,1.8,0.63,1.8,2,0,0,'02510030'
7,0,0,0,0,2.1,2.625,0,0,0,0,'02540460'
0,3,2,5,0,0.85,1.715,2.2,0,5,1,'02540180'
0,3,2,5,0,1.1,1.715,2.2,0,5,1,'02540180'
2,2,1,2,1,1.8,0.65,1.9,1,5,1,'02540400'
2,3,2,3,2,1.8,1.105,1.8,2,1,0,'02510120'
2,3,2,3,2,0.5,1.105,2.3,2,1,2,'02510180'
0,3,2,5,0,0.75,1.715,1.6,0,5,1,'02540180'
0,3,2,5,0,0.75,1.715,2.1,0,5,1,'02540180'
0,3,2,5,0,0.75,1.715,2.1,2,4,2,'02510320'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,1.8,1.715,1.9,0,5,1,'02540180'
0,3,2,5,0,1.5,1.715,2.05,2,0,1,'02510060'
0,3,2,5,0,1.1,1.715,1.8,0,5,1,'02540180'
9,3,2,6,0,0.45,1.26,2.55,2,3,2,'02510410'
9,3,2,6,0,0.3,0.8,3,0,5,0,'02540250'
9,3,2,6,0,0.45,1.715,2.55,2,1,2,'02510180'
9,3,2,6,0,0.45,1.26,2.55,2,1,2,'02510180'
9,3,4,6,0,0.4,1.2,2.5,2,1,2,'02510180'
0,3,2,5,0,2.3,1.715,2.3,1,5,1,'02540130'
0,3,2,5,0,2.2,1.715,2.2,0,5,1,'02540260'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540180'
2,2,1,2,1,1.8,0.805,1.8,2,0,0,'02510030'
2,2,1,2,1,0.7,0.805,2.55,2,0,2,'02510090'
0,5,4,9,0,0.9,2.625,1.8,0,5,1,'02540260'
0,5,4,9,0,1.8,3.535,1.8,2,4,0,'02510260'
0,5,4,9,0,1.8,1.715,1.8,2,1,0,'02510120'
0,5,4,9,0,1.8,2.625,1.8,2,3,0,'02510350'
0,5,4,9,0,1.8,3.535,1.8,2,3,0,'02510350'
0,3,2,5,0,1.8,1.715,1.8,2,3,0,'02510350'
9,12,1,1,22,1.8,0.955,1.8,1,5,1,'02530730'
3,4,1,7,2,1.8,0.805,1.8,2,0,0,'02510030'
0,3,2,5,0,2,1.715,2,0,5,1,'02540260'
0,3,2,5,0,0.9,1.715,1.8,2,1,1,'02510150'
0,3,2,5,0,0.9,0.805,1.8,0,5,0,'02540310'
0,3,2,5,0,0.9,0.805,1.8,0,5,0,'02540170'
0,3,2,5,0,0.5,1.26,1.8,0,5,0,'02540310'
0,3,2,5,0,0.5,0.805,1.8,0,5,0,'02540230'
0,3,2,5,0,0.7,0.805,1.8,0,5,0,'02540250'
0,3,2,5,0,0.7,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,1.8,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,1.1,1.715,1.8,0,5,1,'02540260'
0,5,4,9,0,1.8,2.625,1.8,2,4,0,'02510260'
0,3,2,5,0,2.3,1.715,2.3,1,5,1,'02540120'
4,3,1,5,0,0.9,0.805,1.8,1,5,0,'02540420'
0,3,2,5,0,1.75,1.715,1.75,0,5,1,'02540260'
0,3,2,5,0,0.4,1.715,2.15,0,5,0,'02540250'
0,3,2,5,0,0.4,1.715,2.15,2,4,2,'02510320'
0,3,2,5,0,1.75,1.715,1.75,2,4,0,'02510260'
2,3,2,3,2,2.38,1.26,2.18,1,5,1,'02540020'
0,3,2,5,0,0.8,0.805,1.8,0,5,0,'02540250'
6,3,2,7,0,0.65,1.715,1.85,1,5,1,'02540440'
3,4,1,7,2,1.75,0.805,1.75,2,0,0,'02510030'
3,4,1,6,2,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.7,1.715,0.7,2,3,2,'02510410'
0,3,2,5,0,1.75,1.715,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.6,0.805,1.8,0,5,0,'02540250'
0,3,2,5,0,0.85,0.805,1.8,0,5,0,'02540250'
0,3,2,8,0,0.9,0.805,1.8,0,5,0,'02540250'
2,2,1,2,1,1.8,0.6,1.8,1,5,1,'02540400'
2,2,1,3,1,2,0.805,2,1,5,1,'02540060'
3,4,1,7,2,1.8,0.805,1.8,1,5,1,'02540150'
3,4,1,6,2,1.8,0.805,1.8,1,5,1,'02540150'
2,2,1,3,1,1.8,0.805,1.8,2,1,0,'02510120'
2,3,2,3,2,1.8,1.26,1.8,2,0,0,'02510030'
2,2,1,2,1,1.75,0.805,1.75,2,3,0,'02510350'
2,2,1,2,1,1.8,0.805,1.8,2,0,0,'02510030'
2,2,1,3,1,1.8,0.805,1.8,2,0,0,'02510030'
0,3,2,5,0,1,1.715,1.9,0,5,1,'02540260'
0,3,2,8,0,0.9,1.715,1.75,0,5,1,'02540260'
0,3,2,8,0,1.05,1.715,1.75,0,5,1,'02540260'
3,4,1,6,2,1.75,0.805,1.75,2,3,0,'02510350'
0,3,2,5,0,0.85,0.805,1.85,0,5,0,'02540250'
2,2,1,2,1,1.75,0.6,1.75,2,0,0,'02510030'
0,3,2,5,0,0.85,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,0.45,0.805,1.3,0,5,0,'02540250'
0,3,2,5,0,0.9,0.805,1.8,2,4,1,'02510290'
0,3,2,5,0,0.37,0.7,1.8,2,0,2,'02510090'
2,2,1,2,1,1.8,0.805,1.8,1,5,1,'02540330'
0,3,2,5,0,1.3,1.715,2.1,0,5,1,'02540180'
0,3,2,5,0,1,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,0.5,0.6,1.8,1,5,0,'02540410'
0,3,2,5,0,0.5,0.805,1.7,0,5,0,'02540250'
0,3,2,5,0,0.5,1.715,1.7,0,5,0,'02540250'
0,3,2,5,0,0.95,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,0.55,0.75,1.8,0,5,0,'02540170'
0,3,2,5,0,0.9,1.715,1.75,0,5,1,'02540260'
0,3,2,5,0,1.75,1.715,1.75,2,3,0,'02510350'
2,2,1,2,1,1.75,0.805,1.75,2,3,0,'02510350'
2,2,1,2,1,1.75,0.6,1.75,2,0,0,'02510030'
2,2,1,2,1,1.8,0.7,1.8,2,0,0,'02510030'
0,3,2,5,0,0.75,1.715,1.75,2,1,2,'02510180'
0,5,4,9,0,1.75,2.625,1.75,2,4,0,'02510260'
2,2,1,2,1,1.75,0.805,1.75,2,0,0,'02510030'
2,2,1,2,1,1.75,0.805,2,2,0,0,'02510030'
2,2,1,2,1,1.75,0.805,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.715,1.75,2,4,0,'02510260'
3,4,1,6,2,1.75,0.805,1.75,2,4,0,'02510260'
9,6,1,1,10,1.75,0.805,1.75,1,5,1,'02530730'
0,5,4,9,0,1.75,3.535,1.75,0,5,1,'02540260'
0,3,2,5,0,0.8,0.815,1.75,0,5,0,'02540250'
0,3,2,5,0,1.35,1.725,1.35,0,5,1,'02540260'
0,3,2,5,0,1.3,1.725,1.3,0,5,1,'02540260'
0,5,4,9,0,1.35,2.635,1.35,0,5,1,'02540260'
0,3,2,5,0,0.85,0.815,1.75,0,5,0,'02540250'
0,5,4,9,0,1.75,2.635,1.75,2,4,0,'02510260'
0,3,2,5,0,0.35,1.725,0.35,2,0,2,'02510090'
0,3,2,5,0,0.35,1.27,0.35,2,0,2,'02510090'
2,2,1,2,1,0.94,0.815,1.75,2,0,1,'02510060'
2,2,1,2,1,1.75,0.815,1.75,2,0,0,'02510030'
0,3,2,5,0,1.75,1.725,1.75,2,3,0,'02510350'
2,3,2,3,2,1.75,0.815,1.75,2,0,0,'02510030'
2,2,1,2,1,0.85,0.815,0.85,2,0,1,'02510060'
2,2,1,2,1,0.85,0.815,1.75,2,0,1,'02510060'
0,3,2,5,0,0.65,0.47,1.8,1,5,0,'02540410'
9,12,1,1,22,2.2,2.625,2.2,1,5,1,'02530730'
2,2,1,2,1,1.8,0.85,1.8,2,0,0,'02510030'
2,2,1,2,1,0.9,0.33,1.8,0,5,0,'02540310'
0,3,2,5,0,0.9,0.71,1.8,0,5,0,'02540310'
2,2,1,2,1,1.8,0.81,1.8,1,5,1,'03540010'
0,5,4,9,0,2.2,2.54,2.2,0,5,1,'02540260'
0,3,2,5,0,2.2,1.65,2.2,0,5,1,'02540260'
2,3,2,3,2,2.2,1.35,2.2,1,5,1,'02540010'
0,3,2,5,0,1.3,1.62,1.8,0,5,1,'02540260'
0,3,2,5,0,0.5,1.52,1.8,0,5,0,'02540310'
0,3,2,5,0,1.15,1.65,1.8,0,5,1,'02540260'
2,2,1,2,1,1.8,0.75,1.8,1,5,1,'02540380'
2,2,1,2,1,0.95,0.33,1.8,0,5,0,'02540250'
0,3,2,5,0,0.95,0.85,1.8,0,5,0,'02540250'
0,3,2,5,0,0.95,0.85,0.95,0,5,0,'02540250'
0,3,2,5,0,0.95,1.65,1.8,0,5,1,'02540260'
0,3,2,5,0,1.8,1.52,1.8,0,5,1,'02540260'
0,3,2,5,0,0.95,1.1,1.8,0,5,1,'02540260'
3,4,1,6,2,1.8,0.85,1.8,2,3,0,'02510350'
3,4,1,6,2,1.8,0.85,1.8,2,0,0,'02510030'
3,4,1,5,2,1.8,0.805,1.8,2,0,0,'02510030'
2,2,1,2,1,1.8,0.6,1.8,2,0,0,'02510030'
2,2,1,2,1,0.9,0.60,0.9,2,0,1,'02510060'
2,2,1,2,1,0.65,0.3,0.65,2,0,2,'02510090'
0,3,2,5,0,1.8,1.9,1.8,2,3,0,'02510350'
0,5,4,9,0,1.8,2.725,1.8,2,3,0,'02510350'
0,5,4,9,0,1.8,2.725,1.8,0,5,1,'02540260'
0,3,2,5,0,1.8,1.434,1.8,2,3,0,'02510350'
0,3,2,5,0,0.45,1.434,2.4,2,3,2,'02510410'
0,3,2,5,0,0.45,1.645,2.4,2,3,2,'02510410'
0,3,2,5,0,1.8,1.645,1.8,2,3,0,'02510350'
0,5,4,9,0,1.8,2.725,1.8,2,4,0,'02510260'
3,5,4,6,4,2.2,1.695,2.2,2,0,0,'02510030'
3,5,4,6,4,2.2,1.715,2.2,2,0,0,'02510030'
3,5,6,6,4,1.8,2.681,1.8,2,0,0,'02510030'
3,4,1,5,2,2.2,0.835,2.2,2,0,0,'02510030'
0,3,2,5,0,1.3,1.62,1.8,2,4,1,'02510290'
0,3,2,5,0,0.6,0.805,1.8,0,5,0,'02540170'
0,3,2,5,0,0.85,0.805,1.8,0,5,0,'02540170'
0,3,2,5,0,0.4,1.715,2.2,0,5,0,'02540170'
0,3,2,5,0,0.7,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,0.9,1.715,1.8,0,5,1,'02540180'
0,3,2,5,0,1.8,1.715,1.8,0,5,1,'02540180'
0,5,4,9,0,0.4,2.625,2.2,0,5,1,'02540180'
0,3,2,5,0,0.75,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,0.85,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,1.8,1.715,1.8,0,5,1,'02540260'
0,3,2,5,0,1.25,1.715,1.8,0,5,1,'02540280'
0,3,2,5,0,1.8,1.715,1.8,0,5,1,'02540280'
0,5,4,9,0,1.8,2.625,1.8,0,5,1,'02540280'
2,2,1,2,1,2.2,0.805,1.95,1,5,1,'02540350'
0,3,2,5,0,2.2,1.715,1.95,1,5,1,'02540090'
6,3,2,7,0,1.25,1.715,1.8,1,5,1,'02540430'
6,3,2,7,0,0.7,1.715,1.8,1,5,1,'02540440'
2,2,1,2,1,1.8,0.605,1.8,2,0,0,'02510030'
2,2,1,2,1,1.8,0.805,1.8,2,0,0,'02510030'
3,4,1,7,2,1.8,0.805,1.8,2,0,0,'02510030'
0,3,2,5,0,1.8,1.715,1.8,2,0,0,'02510030'
0,3,2,5,0,0.55,1.715,2.4,2,0,2,'02510090'
3,4,1,7,2,1.8,0.805,1.8,2,1,0,'02510120'
0,3,2,5,0,1.8,1.715,1.8,2,4,0,'02510260'
0,5,4,9,0,1.8,2.625,1.8,2,4,0,'02510260'
6,3,2,7,0,1.25,1.715,1.8,2,4,1,'02510290'
0,3,2,5,0,0.3,1.715,2.3,2,4,2,'02510320'
0,3,2,5,0,0.3,1.715,2.2,2,4,2,'02510320'
0,5,4,9,0,0.3,2.625,2.2,2,4,2,'02510320'
2,3,2,3,2,1.8,0.805,1.8,2,3,0,'02510350'
0,3,2,5,0,1.8,1.715,1.8,2,3,0,'02510350'
0,5,4,9,0,1.8,3.535,1.8,2,3,0,'02510350'
9,3,2,6,0,0.85,1.715,1.75,2,3,1,'02510380'
9,3,1,6,0,0.35,0.805,2.2,2,4,2,'02510320'
9,3,2,6,0,0.5,1.715,2.35,2,3,2,'02510410'
9,3,2,6,0,1.3,0.805,1.75,2,3,1,'02510380'
9,3,2,6,0,0.45,1.715,0.8,2,4,2,'02510320'
9,3,1,6,0,0.3,0.805,2.2,2,1,2,'02510180'
9,3,2,6,0,0.3,1.715,1.75,2,3,2,'02510410'
0,3,2,5,0,2.2,1.715,2.2,1,5,1,'02540090'
0,3,2,5,0,2.15,1.715,2.15,0,5,1,'02540260'
0,3,2,5,0,0.6,1.715,2.35,0,5,1,'02540260'
0,3,2,5,0,0.9,1.715,1.75,0,5,1,'02540260'
0,3,2,5,0,0.45,0.805,1.75,0,5,0,'02540250'
6,5,4,11,0,0.75,2.625,1.75,0,5,1,'02540260'
9,12,1,1,22,1.75,0.805,1.75,1,5,1,'02530730'
0,3,2,5,0,1.75,1.415,1.75,2,1,0,'02510120'
0,5,4,9,0,1.75,3.535,1.75,2,1,0,'02510120'
2,3,2,3,2,1.5,1.095,1.5,2,0,1,'02510060'
0,3,2,5,0,1.75,1.715,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.715,1.75,0,5,1,'02540180'
3,4,1,7,2,1.75,0.805,1.75,2,1,0,'02510120'
3,4,1,6,2,1.75,0.805,1.75,2,1,0,'02510120'
0,3,2,5,0,0.4,0.65,2.35,0,5,0,'02540250'
0,3,2,8,0,0.45,1.715,0.8,0,5,0,'02540250'
0,3,2,5,0,1,1.715,1.75,0,5,1,'02540260'
0,3,2,5,0,0.85,1.715,1.75,0,5,1,'02540260'
0,3,2,5,0,0.6,1.715,1.75,0,5,1,'02540180'
0,3,2,5,0,1.3,1.715,1.9,0,5,1,'02540180'
0,5,4,9,0,2.2,3.535,2.2,0,5,1,'02540260'
0,3,2,5,0,2.2,1.715,2.2,0,5,1,'02540260'
2,2,1,2,1,1.75,0.805,1.75,2,0,0,'02510030'
4,3,1,5,0,1.75,1.095,2.35,1,5,1,'02540420'
4,3,1,5,0,1.75,1.425,2.35,1,5,1,'02540420'
4,3,1,5,0,1.75,0.805,2.35,1,5,1,'02540420'
0,5,4,9,0,1.75,3.535,1.75,2,4,0,'02510260'
0,5,4,9,0,1.75,3.535,1.75,2,3,0,'02510350'
0,3,2,5,0,0.7,1.715,0.7,2,3,2,'02510410'
0,3,2,5,0,0.35,0.805,0.35,2,3,2,'02510410'
2,3,2,3,2,0.45,0.805,0.45,2,3,2,'02510410'
0,3,2,5,0,0.3,1.715,0.3,2,3,2,'02510410'
2,2,1,2,1,2.15,0.805,2.15,1,5,1,'02540350'
0,3,2,5,0,0.6,1.195,1.75,0,5,0,'02540170'
2,2,1,2,1,1.8,0.805,1.8,1,5,1,'02540330'
9,3,1,6,0,0.3,1.715,2.2,2,1,2,'02510180'
0,3,2,5,0,0.9,1.715,2.2,0,5,1,'02540180'
2,2,1,2,1,1.75,0.805,1.75,2,0,0,'02510030'
0,3,2,5,0,0.9,0.805,0.9,2,0,1,'02510060'
0,5,4,9,0,1.05,3.535,1.9,2,1,1,'02510150'
0,3,2,5,0,0.7,1.715,1.75,2,1,2,'02510180'
0,5,4,9,0,1.75,2.625,1.75,2,4,0,'02510260'
0,5,4,9,0,1.75,3.535,1.75,2,4,0,'02510260'
0,3,2,5,0,1.75,1.715,1.75,2,3,0,'02510350'
0,3,2,5,0,0.4,1.715,2.3,2,3,2,'02510410'
2,2,1,2,1,0.9,0.805,1.75,2,3,1,'02510380'
0,5,4,9,0,1.75,2.625,1.75,2,3,0,'02510350'
9,3,2,6,0,0.5,1.715,2.35,2,3,2,'02510410'
9,3,2,6,0,0.85,1.715,1.75,2,3,1,'02510380'
9,3,1,6,0,0.35,0.805,2.2,2,4,2,'02510320'
9,3,2,6,0,0.3,1.715,1.75,2,3,2,'02510410'
9,3,2,6,0,1.3,0.805,1.75,2,3,1,'02510380'
9,3,2,6,0,0.45,1.715,0.8,2,4,2,'02510320'
9,3,1,6,0,0.3,0.805,2.2,2,1,2,'02510180'
0,3,2,5,0,2.2,1.715,2.2,1,5,1,'02540090'
0,3,2,5,0,2.15,1.715,2.15,0,5,1,'02540260'
0,3,2,5,0,0.6,1.715,2.35,0,5,1,'02540260'
0,3,2,5,0,0.9,1.715,1.75,0,5,1,'02540260'
0,3,2,5,0,0.45,0.805,1.75,0,5,0,'02540250'
6,5,4,11,0,0.75,2.625,1.75,0,5,1,'02540260'
9,12,1,1,22,1.75,0.805,1.75,1,5,1,'02530730'
0,3,2,5,0,1.75,1.415,1.75,2,1,0,'02510120'
0,5,4,9,0,1.75,3.535,1.75,2,1,0,'02510120'
2,3,2,3,2,1.5,1.095,1.5,2,0,1,'02510060'
0,3,2,5,0,1.75,1.715,1.75,2,1,0,'02510120'
0,3,2,5,0,1.75,1.715,1.75,0,5,1,'02540180'
